optaEvent.id,optaEvent.seqId,optaEvent.eventId,optaEvent.typeId,optaEvent.periodId,optaEvent.timeMin,optaEvent.timeSec,optaEvent.contestantId,optaEvent.opContestantId,optaEvent.opPlayerId,optaEvent.outcome,optaEvent.x,optaEvent.y,optaEvent.timeStamp,optaEvent.lastModified,optaEvent.qualifier,optaEvent.game_id,optaEvent.period,optaEvent.alignedFrameIdx,optaEvent.alignedClock,optaEvent.markingId,optaEvent.playerId,optaEvent.playerName,optaEvent.primaryKitColour,optaEvent.secondaryKitColour,2sMarking.id,2sMarking.startWallClock,2sMarking.endWallClock,2sMarking.gameId,2sMarking.possId,2sMarking.teamId,2sMarking.defTeamId,2sMarking.passId,2sMarking.startClock,2sMarking.endClock,2sMarking.duration,2sMarking.distance,2sMarking.runType,2sMarking.overlap,2sMarking.offside,2sMarking.targeted,2sMarking.passBeforeRun,2sMarking.overlapTeammateId,2sMarking.overlapDefenderId,2sMarking.runStartLoc,2sMarking.runEndLoc,2sMarking.runStartZone,2sMarking.runEndZone,2sMarking.zones,2sMarking.maxSpeed,2sMarking.avgSpeed,2sMarking.startGoalDist,2sMarking.finalGoalDist,2sMarking.period,2sMarking.passBeforeId,2sMarking.startFrameIdx,2sMarking.endFrameIdx,2sMarking.phaseId,2sMarking.playerId,2sMarking.direction,2sMarking.markedAtStart,2sMarking.markedAtEnd,2sMarking.startLocOffCategory,2sMarking.endLocOffCategory,2sMarking.startLocDefCategory,2sMarking.endLocDefCategory,2sMarking.underlap,2sMarking.markingType,2sMarking.optaId,2sMarking.wallClock,2sMarking.passerId,2sMarking.receptionId,2sMarking.touchId,2sMarking.stateId,2sMarking.frameIdx,2sMarking.targetId,2sMarking.receiverId,2sMarking.passLoc,2sMarking.targetLoc,2sMarking.endLoc,2sMarking.targetDistance,2sMarking.goalDistance,2sMarking.endGoalDistance,2sMarking.passZone,2sMarking.endZone,2sMarking.targetZone,2sMarking.blocked,2sMarking.completed,2sMarking.outcome,2sMarking.options,2sMarking.supportingOptions,2sMarking.optionsAtReception,2sMarking.bodyPart,2sMarking.deadBallType,2sMarking.timeToRestart,2sMarking.passerDefId,2sMarking.targetDefId,2sMarking.passerDefDist,2sMarking.targetDefDist,2sMarking.assistType,2sMarking.assist,2sMarking.vel,2sMarking.passerVel,2sMarking.defBehindPasser,2sMarking.defBehindReceiver,2sMarking.defBehindTarget,2sMarking.attAheadPasser,2sMarking.attAheadTarget,2sMarking.attAheadReceiver,2sMarking.receivedBetweenLines,2sMarking.gameClock,2sMarking.passProbability,2sMarking.deflected,2sMarking.air,2sMarking.longBall,2sMarking.crossSwing,2sMarking.passLocOffCategory,2sMarking.throughBall,2sMarking.oneTouch,2sMarking.defendersPassed,2sMarking.crossed,2sMarking.passLocDefCategory,2sMarking.offensive,2sMarking.defInBox,2sMarking.attInBox,2sMarking.breaksOffsideLine,2sMarking.presserId,2sMarking.attTeamId,2sMarking.pressedId,2sMarking.playerInPossPressed,2sMarking.startDist,2sMarking.endDist,2sMarking.startLoc,2sMarking.forwardDefending,2sMarking.shotId,2sMarking.tackleId,2sMarking.startZone,2sMarking.distToPossEnd,2sMarking.intensity,2sMarking.startDefBehindBall,2sMarking.endDefBehindBall,2sMarking.startAttAheadBall,2sMarking.endAttAheadBall,2sMarking.distTraveled,2sMarking.startOptions,2sMarking.endOptions,2sMarking.defenders,2sMarking.startDefenderDist,2sMarking.endDefenderDist,2sMarking.behindBackLine,2sMarking.headed,2sMarking.overcommit,2sMarking.xG,2sMarking.minGoalDist,2sMarking.directness,2sMarking.zonesTouched,2sMarking.dribble,2sMarking.dribbleSuccessful,2sMarking.overload,2sMarking.endDead,2sMarking.startDead,2sMarking.isTurnover,2sMarking.fromTurnover,2sMarking.firstPlayerId,2sMarking.lastPlayerId,2sMarking.playersInvolved,2sMarking.width,2sMarking.ballDistTraveled,2sMarking.numPasses,2sMarking.defensiveHeight,2sMarking.phasesSinceRestart,2sMarking.phaseType,2sMarking.prevPhaseType,2sMarking.nextPhaseType,2sMarking.events,2sMarking.nextStartFrameIdx,2sMarking.turnoverType,2sMarking.contested,2sMarking.startType,2sMarking.shotSetPiece,2sMarking.shotTechnique,2sMarking.shotOutcome,2sMarking.scoreDiff,2sMarking.attSide,2sMarking.defSide,2sMarking.verticalPassing,2sMarking.verticalCarrying,2sMarking.state,2sMarking.statesSinceRestart,2sMarking.isSetPlay,2sMarking.setPlayType,2sMarking.startSetPlay,2sMarking.pressingPlayers,2sMarking.pressedPlayers,2sMarking.pressures,2sMarking.totalDistance,2sMarking.avgVel,2sMarking.topSustainedSpeed,2sMarking.zonesInvolved,2sMarking.receptionZone,2sMarking.receptionLoc,2sMarking.receiverSpd,2sMarking.receiverDir,2sMarking.receptionVel,2sMarking.interceptorId,2sMarking.passerTeamId,2sMarking.interceptorTeamId,2sMarking.nextPossId,2sMarking.retained,2sMarking.deflectorId,2sMarking.nextPhaseId,2sMarking.attemptSuccessful,2sMarking.interceptionType,2sMarking.anticipationTime,2sMarking.reactionTime,2sMarking.routeEfficiency,2sMarking.timeVsModel,2sMarking.xgCreated,2sMarking.ledToShot,2sMarking.ledToGoal,2sMarking.tacklerId,2sMarking.tackledId,2sMarking.tacklerTeamId,2sMarking.tackledTeamId,2sMarking.tackleWon,2sMarking.zone,2sMarking.touchFromPass,2sMarking.timeToTackleTouch,2sMarking.initialDistTouch,2sMarking.timeToTackle,2sMarking.initialDist,2sMarking.tackleLoc,2sMarking.touchTacklerLoc,2sMarking.tackledSpeed,2sMarking.tackledPossessed,2sMarking.fromAerial,2sMarking.fromClear,2sMarking.winnerId,2sMarking.loserId,2sMarking.aerialLoc,2sMarking.possessionWon,2sMarking.defenderId,2sMarking.defPressure,2sMarking.recoveredBy,2sMarking.recoveredLive,2sMarking.primaryDefenderId,2sMarking.defenderIds,2sMarking.gkId,2sMarking.goalDist,2sMarking.angle,2sMarking.shotLoc,2sMarking.prevLoc,2sMarking.isScored,2sMarking.passType,2sMarking.numDefGoalside,2sMarking.isOnGoal,2sMarking.isDeflected,2sMarking.shotZone,2sMarking.shooterId,2sMarking.keeperInitialDist,2sMarking.keeperReactionDist,2sMarking.velocity,2sMarking.gkVel,2sMarking.gkLoc,2sMarking.concedingPlayerId,2sMarking.wonPlayerId,2sMarking.location,2sMarking.isPenalty,2sMarking.nextStateId,2sMarking.takerId,2sMarking.leftSide,2sMarking.attKeeperUp,2sMarking.crosserId,2sMarking.hasShot,2sMarking.scored,2sMarking.attInGkBox,2sMarking.attOnEdge,2sMarking.attLeftBack,2sMarking.shortOptionId,2sMarking.playedShort,2sMarking.keeperId,2sMarking.defInGkBox,2sMarking.defOnEdge,2sMarking.defLeftUp,2sMarking.defInWall,2sMarking.nearPostDefenderId,2sMarking.farPostDefenderId,2sMarking.nextContactPlayerId,2sMarking.nextContactOutcome,2sMarking.nextContactZone,2sMarking.nextContactLoc,2sMarking.secondContactId,2sMarking.isOffenseNextContact,2sMarking.cardType,clock_time,adjusted_alignedClock,video_time
2751262341.0,2285.0,514.0,1.0,2.0,51.0,47.0,cftj6g399tknheudaxsdpfdgb,547.0,165922.0,1.0,44.0,33.9,2024-11-24T14:11:19.012,2024-11-24T14:11:21,,5fb9091b-ba4e-4920-a3d8-417bfabc09c1,2.0,77725.0,407.0,154c46ca-1405-5a04-952d-b5741d44ad86,5f3wfx327z9hef9k9l37c90wl,J. Grønning,#000033,,154c46ca-1405-5a04-952d-b5741d44ad86,,,2442638.0,0d26a3aa-d1b4-5782-ace3-ed77feb5da25,547.0,401.0,,,,1.0,17.89,,,,,,,,,,,,,,,,,2.0,,,77750.0,b0f5480c-6000-5ab7-9e7f-7c31c86b1e72,,forward,,,,forward,,between_lines,,pass,2751262341.0,1732457472200.0,165922.0,75f4a898-e63f-5d2a-8322-efa87fca5d5b,8a080c36-0f98-5835-bd03-a883d1896734,b8ba9327-f4f7-53f8-833b-b02c9e19036f,77725.0,449395.0,449395.0,,,,17.89,55.74,48.06,8-r,11-c,11-c,False,True,reception,5.0,2.0,3.0,feet,,,429870.0,447810.0,4.71,10.55,,False,,,7.0,4.0,4.0,3.0,1.0,2.0,True,407.0,0.9363,False,False,False,,central,False,True,,False,central,True,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.0,1424.2150000000001,731.5
2751262907.0,2300.0,522.0,1.0,2.0,52.0,11.0,cftj6g399tknheudaxsdpfdgb,547.0,165922.0,1.0,64.1,28.0,2024-11-24T14:11:43.187,2024-11-24T14:11:46,,5fb9091b-ba4e-4920-a3d8-417bfabc09c1,2.0,78334.0,431.3599853515625,e7445c03-5022-59c5-a05f-36eb4f514fb6,5f3wfx327z9hef9k9l37c90wl,J. Grønning,#000033,,e7445c03-5022-59c5-a05f-36eb4f514fb6,,,2442638.0,0d26a3aa-d1b4-5782-ace3-ed77feb5da25,547.0,401.0,,,,0.64,8.84,,,,,,,,,,,,,,,,,2.0,,,78350.0,c2ef655a-7e09-5a84-8489-6c07de1e9732,,forward,,,,forward,,central,,pass,2751262907.0,1732457496560.0,165922.0,e772f735-ac55-5d35-a0f9-1c60516a8871,895bb2cf-1d89-52b5-a20c-75508423c579,b8ba9327-f4f7-53f8-833b-b02c9e19036f,78334.0,495068.0,495068.0,,,,8.84,34.55,28.05,14-r,14-r,14-r,False,True,reception,4.0,2.0,1.0,feet,,,427398.0,226970.0,6.62,2.43,,False,,,9.0,6.0,6.0,6.0,3.0,3.0,False,431.36,0.8575,False,False,False,,central,False,False,,False,in_front,True,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.3599853515625,1448.5749853515626,755.8599853515625
2751263015.0,2304.0,524.0,1.0,2.0,52.0,15.0,cftj6g399tknheudaxsdpfdgb,547.0,165922.0,1.0,57.2,23.0,2024-11-24T14:11:47.187,2024-11-24T14:11:52,,5fb9091b-ba4e-4920-a3d8-417bfabc09c1,2.0,78442.0,435.6799926757813,78dc99db-2678-5951-ab38-94af374fe46f,5f3wfx327z9hef9k9l37c90wl,J. Grønning,#000033,,78dc99db-2678-5951-ab38-94af374fe46f,,,2442638.0,0d26a3aa-d1b4-5782-ace3-ed77feb5da25,547.0,401.0,,,,1.16,10.99,,,,,,,,,,,,,,,,,2.0,,,78471.0,c2ef655a-7e09-5a84-8489-6c07de1e9732,,square,,,,wide_right,,wide_left,,pass,2751263015.0,1732457500880.0,165922.0,df9e7feb-6468-569c-a69a-fc727317394b,5cfd23e4-b126-5a25-b028-c8988c26afd7,b8ba9327-f4f7-53f8-833b-b02c9e19036f,78442.0,247714.0,247714.0,,,,10.99,37.88,45.29,15,15,15,False,True,reception,2.0,1.0,2.0,feet,,,427398.0,574190.0,3.92,7.47,,False,,,10.0,11.0,11.0,5.0,7.0,6.0,False,435.68,0.9478,False,False,False,,central,False,False,,False,in_front,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.6799926757813,1452.8949926757814,760.1799926757812
2751266707.0,2400.0,551.0,1.0,2.0,54.0,58.0,cftj6g399tknheudaxsdpfdgb,547.0,165922.0,0.0,24.3,31.5,2024-11-24T14:14:30.26,2024-11-24T14:14:34,,5fb9091b-ba4e-4920-a3d8-417bfabc09c1,2.0,82512.0,598.47998046875,8644cad9-ebea-526d-afbf-a2c556c5066a,5f3wfx327z9hef9k9l37c90wl,J. Grønning,#000033,,8644cad9-ebea-526d-afbf-a2c556c5066a,,,2442638.0,dde44d4e-758f-5a96-862a-b621651f5d0a,547.0,401.0,,,,3.12,36.45,,,,,,,,,,,,,,,,,2.0,,,82590.0,d9a57d51-433c-58fa-aeef-da7901e63b86,,forward,,,,forward,,central,,pass,2751266707.0,1732457663680.0,165922.0,ac6735dd-f140-5413-988e-2453abf703bf,694c192d-dbfb-5f76-86db-2bc232e25b70,3eb0640f-d02a-5d83-9164-13c04a189488,82512.0,513456.0,479620.0,,,,35.31,79.15,47.66,5-r,11-c,11-c,False,False,interception,3.0,1.0,0.0,feet,,,574190.0,479620.0,2.32,2.33,,False,,,9.0,3.0,1.0,5.0,0.0,1.0,False,598.48,0.2611,False,True,True,,central,False,False,,False,central,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.47998046875,1615.6949804687501,922.97998046875
2751267507.0,2462.0,554.0,1.0,2.0,55.0,36.0,cftj6g399tknheudaxsdpfdgb,547.0,165922.0,1.0,23.9,34.8,2024-11-24T14:15:08.53,2024-11-24T14:16:15,,5fb9091b-ba4e-4920-a3d8-417bfabc09c1,2.0,83430.0,635.2000122070312,3a0211a4-0f26-5ed6-82c0-1b56f5007cc8,5f3wfx327z9hef9k9l37c90wl,J. Grønning,#000033,,3a0211a4-0f26-5ed6-82c0-1b56f5007cc8,,,2442638.0,06b6d218-2083-5cda-af90-dd721a2458ee,547.0,401.0,,,,1.2,16.01,,,,,,,,,,,,,,,,,2.0,,,83460.0,8d96b133-f838-55ef-84be-3f7bb51e6d29,,backward,,,,back_line,,in_front,,pass,2751267507.0,1732457700400.0,165922.0,c323428c-96f2-5b8f-b669-972339a301b1,b4d2d79e-c89b-5230-a042-50eda455c3b4,0864529f-0317-59bd-96ca-453a8aacb99c,83430.0,193748.0,193748.0,,,,16.01,84.72,98.16,5-r,2-or,2-or,False,True,reception,5.0,2.0,5.0,feet,,,429870.0,,1.38,17.74,,False,,,8.0,11.0,11.0,6.0,9.0,9.0,False,635.2,0.9756,False,False,False,,central,False,False,,False,central,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.2000122070312,1652.4150122070314,959.7000122070312
2751272895.0,2546.0,570.0,1.0,2.0,59.0,46.0,cftj6g399tknheudaxsdpfdgb,547.0,165922.0,1.0,26.2,82.0,2024-11-24T14:19:17.825,2024-11-24T14:19:21,,5fb9091b-ba4e-4920-a3d8-417bfabc09c1,2.0,89699.0,885.9600219726561,47fabd41-0ed4-5675-833d-97ed76ecb265,5f3wfx327z9hef9k9l37c90wl,J. Grønning,#000033,,47fabd41-0ed4-5675-833d-97ed76ecb265,,,2442638.0,06c065e4-a0b6-587a-a061-4efc2be4b187,547.0,401.0,,,,1.24,20.6,,,,,,,,,,,,,,,,,2.0,,,89730.0,84e69ffd-7e69-5086-96af-89f95be166f7,,diagonal,,,,forward,,between_lines,,pass,2751272895.0,1732457951160.0,165922.0,6c475c0b-c4c9-5d26-ac55-cc180a4d4290,e0f20bd2-8d27-54bb-8c25-6a8f24a26f43,17d643f5-63ff-5fc7-8cae-21275ac14a36,89699.0,544773.0,544773.0,,,,20.6,80.0,65.2,4,8-c,8-c,False,True,reception,0.0,0.0,2.0,feet,,,574190.0,427398.0,1.01,9.58,,False,,,3.0,2.0,2.0,1.0,0.0,1.0,True,885.96,0.9191,False,False,False,,central,False,False,,False,central,True,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.9600219726561,1903.1750219726562,1210.4600219726562
2751276311.0,2666.0,594.0,1.0,2.0,62.0,37.0,cftj6g399tknheudaxsdpfdgb,547.0,165922.0,1.0,28.8,37.4,2024-11-24T14:22:08.689,2024-11-24T14:22:11,,5fb9091b-ba4e-4920-a3d8-417bfabc09c1,2.0,93978.0,1057.1199951171875,aa345d2b-8055-5ec5-ae41-be4044c84fd7,5f3wfx327z9hef9k9l37c90wl,J. Grønning,#000033,,aa345d2b-8055-5ec5-ae41-be4044c84fd7,,,2442638.0,f8357c85-1f2a-5bea-a71f-69ec6191a414,547.0,401.0,,,,0.92,10.57,,,,,,,,,,,,,,,,,2.0,,,94001.0,1f45b87a-ea08-5ad6-8210-814cbf7529e9,,forward,,,,central,,central,,pass,2751276311.0,1732458122320.0,165922.0,186f8314-b241-5cfa-8f27-2d32f043e7ab,5e6ee5ab-aa51-53ad-a1cf-00c1498d05cb,42f73841-5e1e-597d-9e3b-c3f52776e2a4,93978.0,592867.0,592867.0,,,,10.57,71.27,60.7,8-r,8-r,8-r,False,True,reception,2.0,0.0,5.0,feet,,,574190.0,630534.0,1.89,1.97,,False,,,9.0,7.0,7.0,5.0,2.0,2.0,False,1057.12,0.8358,False,False,False,,central,False,False,,False,central,True,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057.1199951171875,2074.3349951171876,1381.6199951171875
2751276385.0,2669.0,596.0,1.0,2.0,62.0,41.0,cftj6g399tknheudaxsdpfdgb,547.0,165922.0,0.0,36.9,53.6,2024-11-24T14:22:13.233,2024-11-24T14:22:14,,5fb9091b-ba4e-4920-a3d8-417bfabc09c1,2.0,94086.0,1061.43994140625,a4daeb21-1546-5840-8a0f-fa6ff739722f,5f3wfx327z9hef9k9l37c90wl,J. Grønning,#000033,,a4daeb21-1546-5840-8a0f-fa6ff739722f,,,2442638.0,f8357c85-1f2a-5bea-a71f-69ec6191a414,547.0,401.0,,,,0.52,11.75,,,,,,,,,,,,,,,,,2.0,,,94099.0,4b1576a5-4f8a-55b6-be23-328e686d35f2,,forward,,,,central,,central,,pass,2751276385.0,1732458126640.0,165922.0,1a915423-1a59-5c29-8c43-8fa196fb28c1,3bffe4c2-2ff6-5214-bbbf-5139da3d7652,42f73841-5e1e-597d-9e3b-c3f52776e2a4,94086.0,513456.0,447810.0,,,,19.36,62.19,57.26,8-c,8-l,11-l,False,False,interception,4.0,1.0,0.0,feet,,,574190.0,594234.0,8.91,7.12,,False,,,9.0,8.0,4.0,5.0,2.0,3.0,False,1061.44,0.8059,False,False,False,,central,False,False,,False,central,True,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.43994140625,2078.65494140625,1385.93994140625
2751276775.0,2675.0,600.0,1.0,2.0,62.0,55.0,cftj6g399tknheudaxsdpfdgb,547.0,165922.0,1.0,54.1,77.2,2024-11-24T14:22:26.801,2024-11-24T14:22:31,,5fb9091b-ba4e-4920-a3d8-417bfabc09c1,2.0,94413.0,1074.52001953125,15aef186-a32b-5ba6-aade-8da52b70cd9c,5f3wfx327z9hef9k9l37c90wl,J. Grønning,#000033,,15aef186-a32b-5ba6-aade-8da52b70cd9c,,,2442638.0,df341efa-664f-506c-9c3e-f6b25ff6b8b3,547.0,401.0,,,,1.4,22.59,,,,,,,,,,,,,,,,,2.0,,,94448.0,01b878de-e2f1-5868-9442-6193d4ef9a44,,square,,,,central,,in_front,,pass,2751276775.0,1732458139720.0,165922.0,11768b62-d9a9-53a6-880f-0648721b3b52,f359543b-8d89-56fd-983e-27c0ccb0ce6f,2cbeb8dd-2824-568a-b329-165ce485afb2,94413.0,227701.0,544773.0,,,,24.48,52.52,32.41,10,11-c,8-c,False,True,reception,5.0,3.0,2.0,feet,,,626429.0,,3.93,15.51,,False,,,11.0,3.0,9.0,5.0,5.0,1.0,False,1074.52,0.9853,False,False,False,,central,False,False,,False,in_front,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074.52001953125,2091.73501953125,1399.02001953125
2751276983.0,2686.0,604.0,1.0,2.0,63.0,9.0,cftj6g399tknheudaxsdpfdgb,547.0,165922.0,1.0,64.2,50.3,2024-11-24T14:22:40.992,2024-11-24T14:22:43,,5fb9091b-ba4e-4920-a3d8-417bfabc09c1,2.0,94767.0,1088.6800537109375,b8d08417-2e00-5ad9-9ed2-44147386796b,5f3wfx327z9hef9k9l37c90wl,J. Grønning,#000033,,b8d08417-2e00-5ad9-9ed2-44147386796b,,,2442638.0,df341efa-664f-506c-9c3e-f6b25ff6b8b3,547.0,401.0,,,,1.44,21.9,,,,,,,,,,,,,,,,,2.0,,,94803.0,5a14a969-5765-5db2-bd23-52ac9d8e77ff,,square,,,,central,,in_front,,pass,2751276983.0,1732458153880.0,165922.0,dbf560d0-3f87-5ffb-8038-48bb0ad5c6ac,e8875f90-1a96-58c0-9357-ca12d1d7bedd,2cbeb8dd-2824-568a-b329-165ce485afb2,94767.0,485427.0,485427.0,,,,21.9,38.97,44.62,11-c,10,10,False,True,reception,2.0,2.0,2.0,feet,,,626429.0,447810.0,7.96,8.52,,False,,,9.0,9.0,9.0,4.0,5.0,5.0,False,1088.68,0.9563,False,False,False,,central,False,False,,False,in_front,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.6800537109375,2105.8950537109376,1413.1800537109375
2751278703.0,2750.0,619.0,1.0,2.0,64.0,45.0,cftj6g399tknheudaxsdpfdgb,547.0,165922.0,1.0,70.1,15.5,2024-11-24T14:24:17.376,2024-11-24T14:24:19,,5fb9091b-ba4e-4920-a3d8-417bfabc09c1,2.0,97190.0,1185.5999755859375,0e7f4a6f-21a0-565c-adac-81e46c2c8f6c,5f3wfx327z9hef9k9l37c90wl,J. Grønning,#000033,,0e7f4a6f-21a0-565c-adac-81e46c2c8f6c,,,2442638.0,4c2f3d64-8d8e-5a83-9734-acb5fdd3e9e3,547.0,401.0,,,,0.6,8.63,,,,,,,,,,,,,,,,,2.0,,,97205.0,d5d92e7d-2bb2-525f-833e-043774db256b,,forward,,,,forward,,between_lines,,pass,2751278703.0,1732458250800.0,165922.0,d7ecaae7-ddef-579a-b740-0c2067427891,cb4514d9-49bc-5261-b384-1dd7392c30f0,e16eb0c5-b689-5418-91ac-754b6b5cc6d5,97190.0,544773.0,544773.0,,,,8.63,34.51,27.26,15,14-r,14-r,False,True,reception,2.0,0.0,1.0,feet,,,594234.0,513687.0,2.58,2.94,,False,,,5.0,3.0,3.0,2.0,1.0,1.0,True,1185.6,0.9304,False,False,False,,forward,False,False,,False,between_lines,True,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.5999755859375,2202.8149755859376,1510.0999755859375
2751281529.0,2850.0,646.0,1.0,2.0,67.0,16.0,cftj6g399tknheudaxsdpfdgb,547.0,165922.0,1.0,64.8,28.2,2024-11-24T14:26:47.663,2024-11-24T14:26:51,,5fb9091b-ba4e-4920-a3d8-417bfabc09c1,2.0,100930.0,1335.199951171875,e56a26af-9f2d-54e0-a31a-44df2c1f626a,5f3wfx327z9hef9k9l37c90wl,J. Grønning,#000033,,e56a26af-9f2d-54e0-a31a-44df2c1f626a,,,2442638.0,7cfe27d7-21dd-5615-91ed-4cff9ea42e5f,547.0,401.0,,,,0.52,7.01,,,,,,,,,,,,,,,,,2.0,,,100943.0,c584b6d5-6bf8-5855-83c4-f1d8cfbc9205,,forward,,,,forward,,central,,pass,2751281529.0,1732458400400.0,165922.0,8bd11ba4-12ad-55ad-8c6d-708793fa1ac3,405fb49f-771d-52b5-9d71-7c5bc7e02573,44135a66-2d0d-52fc-a67a-303f03505892,100930.0,247714.0,247714.0,,,,7.01,33.75,28.41,14-r,14-r,14-r,False,True,reception,4.0,2.0,2.0,feet,,,630534.0,594234.0,3.44,2.5,,False,,,8.0,5.0,5.0,3.0,2.0,3.0,False,1335.2,0.8522,False,False,False,,central,False,False,,False,central,True,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335.199951171875,2352.414951171875,1659.699951171875
2751283563.0,3119.0,664.0,1.0,2.0,69.0,18.0,cftj6g399tknheudaxsdpfdgb,547.0,165922.0,1.0,25.6,35.1,2024-11-24T14:28:49.791,2024-11-24T14:35:35,,5fb9091b-ba4e-4920-a3d8-417bfabc09c1,2.0,103877.0,1453.0799560546875,c97a70b6-d7cb-5738-8b44-9bc57de55679,5f3wfx327z9hef9k9l37c90wl,J. Grønning,#000033,,c97a70b6-d7cb-5738-8b44-9bc57de55679,,,2442638.0,cd5050a2-9c5a-5c87-9396-599d5ec179aa,547.0,401.0,,,,1.04,9.63,,,,,,,,,,,,,,,,,2.0,,,103903.0,6ba77e29-0796-5345-8c05-05190655d706,,square,,,,back_line,,in_front,,pass,2751283563.0,1732458518280.0,165922.0,7473c881-c2ea-5a0c-a714-c1ec8f3018f5,b19a3a05-fa4a-5e6e-abe7-df7387cde1e3,3ffc372d-bb30-5f76-bcec-710687d13d4f,103877.0,227701.0,227701.0,,,,9.63,81.86,81.62,5-c,5-r,5-r,False,True,reception,6.0,1.0,7.0,feet,,,574190.0,574190.0,2.77,9.51,,False,,,11.0,11.0,11.0,7.0,7.0,7.0,False,1453.08,0.978,False,False,False,,back_line,False,False,,False,in_front,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453.0799560546875,2470.2949560546876,1777.5799560546875
